ID,Name,Nationality,Club,Position,Age,Overall,Predicted_Overall,Residual
224756,A. Lusamba,France,KSV Cercle Brugge,RCM,21,70,69.91000366210938,0.09
184820,Felipe,Brazil,CD Nacional,LCB,30,70,70.12000274658203,-0.12
190196,Z. Touré,Senegal,Trabzonspor,RCB,28,70,70.43000030517578,-0.43
193780,I. Hajrović,Bosnia Herzegovina,Dinamo Zagreb,RM,26,70,69.9000015258789,0.1
199413,T. Kempe,Germany,SV Darmstadt 98,RDM,29,70,70.04000091552734,-0.04
214005,V. Giraldo,Colombia,Independiente Santa Fe,RB,32,70,69.94000244140625,0.06
208374,A. Wooten,United States,SV Sandhausen,LS,28,70,70.0999984741211,-0.1
221430,U. Đurđević,Serbia,Real Sporting de Gijón,ST,24,70,69.87999725341797,0.12
156662,A. Bastía,Argentina,Club Atlético Colón,CDM,39,70,70.06999969482422,-0.07
168950,S. Allagui,Tunisia,FC St. Pauli,ST,32,70,70.13999938964844,-0.14
208375,M. Müller,Germany,RB Leipzig,GK,24,70,70.54000091552734,-0.54
219127,P. Galdames,Chile,Vélez Sarsfield,CM,21,70,69.97000122070312,0.03
214776,O. Benítez,Argentina,Argentinos Juniors,RW,25,70,70.11000061035156,-0.11
238072,E. Löwen,Germany,1. FC Nürnberg,CDM,21,70,69.68000030517578,0.32
175608,A. Fathi,Egypt,Free Agent,RB,33,70,69.83999633789062,0.16
193528,I. Sylla,Guinea,Queens Park Rangers,ST,27,70,69.94999694824219,0.05
142329,A. Tziolis,Greece,Al Fayha,CB,33,70,69.94999694824219,0.05
213497,J. Une Larsson,Sweden,Djurgårdens IF,RB,24,70,70.0999984741211,-0.1
235257,Pedro Pinto,Portugal,Vitória de Setúbal,CB,23,70,70.16999816894531,-0.17
195065,G. Hairemans,Belgium,Royal Antwerp FC,CAM,26,70,70.1500015258789,-0.15
222970,E. Oztumer,England,Bolton Wanderers,CAM,27,70,70.41000366210938,-0.41
223994,S. Mugoša,Montenegro,Incheon United FC,ST,26,70,69.97000122070312,0.03
225530,O. Oularé,Belgium,Standard de Liège,ST,22,70,69.94000244140625,0.06
164858,T. Sparv,Finland,FC Midtjylland,CM,31,70,70.0999984741211,-0.1
240122,Matheus,Brazil,Royal Antwerp FC,CB,26,70,70.16000366210938,-0.16
192250,M. Jurman,Australia,Al Ittihad,LCB,28,70,69.9800033569336,0.02
210171,F. Malbašić,Serbia,CD Tenerife,RS,25,70,70.25,-0.25
237819,N. Domínguez,Argentina,Vélez Sarsfield,LCM,20,70,69.98999786376953,0.01
181499,J. Ramaré,France,Valenciennes FC,RDM,34,70,69.86000061035156,0.14
203004,Yang Han Been,Korea Republic,FC Seoul,GK,26,70,70.0199966430664,-0.02
209660,S. Magnasco,Chile,Universidad Católica,RB,25,70,70.19999694824219,-0.2
224508,L. Mancuso,Italy,Pescara,LW,26,70,70.06999969482422,-0.07
178684,Nuno André Coelho,Portugal,GD Chaves,CB,32,70,70.13999938964844,-0.14
186876,E. Ambrose,Nigeria,Hibernian,RCB,29,70,69.94999694824219,0.05
204030,S. Kitsiou,Greece,PAOK,RB,24,70,70.06999969482422,-0.07
230398,Eltson Marques,Brazil,Internacional,CB,26,70,70.05000305175781,-0.05
231423,C. De Norre,Belgium,Sint-Truidense VV,LM,21,70,70.38999938964844,-0.39
188671,Eloi Amagat,Spain,New York City FC,CM,33,70,70.02999877929688,-0.03
208384,R. Abdullah,Comoros,Waasland-Beveren,CDM,24,69,68.80999755859375,0.19
227840,M. Ordóñez,Colombia,Atlético Huila,RCM,28,69,68.75,0.25
235008,L. Robertone,Argentina,Vélez Sarsfield,CAM,21,69,68.7699966430664,0.23
236288,I. Mathew,Nigeria,Lillestrøm SK,RCM,21,69,68.81999969482422,0.18
177152,P. Velthuizen,Netherlands,AZ Alkmaar,GK,31,69,69.16000366210938,-0.16
182528,K. Erasmus,South Africa,Vitória de Setúbal,ST,27,69,68.81999969482422,0.18
199169,K. Mokotjo,South Africa,Brentford,RDM,27,69,69.27999877929688,-0.28
192001,C. Guzmán,Mexico,Monarcas Morelia,RB,24,69,69.0199966430664,-0.02
193537,A. Fink,Germany,Karlsruher SC,RS,30,69,68.97000122070312,0.03
208898,D. Łukasik,Poland,Lechia Gdańsk,CDM,27,69,68.55000305175781,0.45
214274,J. Chunga,Colombia,Junior FC,GK,26,69,68.69999694824219,0.3
215810,C. Lombardi,Italy,Lazio,LW,22,69,68.62000274658203,0.38
229890,E. Hackman,Ghana,Portimonense SC,RB,23,69,68.87000274658203,0.13
235522,Aleix Febas,Spain,Albacete BP,RDM,22,69,69.02999877929688,-0.03
233731,A. Isak,Sweden,Borussia Dortmund,ST,18,69,68.80999755859375,0.19
179971,R. Munsy,DR Congo,BB Erzurumspor,ST,28,69,68.91000366210938,0.09
190979,E. Hussain,Norway,Molde FK,RCM,25,69,68.83999633789062,0.16
192259,Magno,Brazil,Jeju United FC,ST,30,69,69.04000091552734,-0.04
202756,N. Bodurov,Bulgaria,Free Agent,LCB,32,69,68.94999694824219,0.05
216836,Álvaro Peña,Spain,AD Alcorcón,CAM,26,69,68.75,0.25
233476,B. Riveros,Paraguay,FC Basel 1893,LB,20,69,69.04000091552734,-0.04
214533,J. Villota,Colombia,Deportivo Pasto,CAM,26,69,68.9800033569336,0.02
225285,V. Fındıklı,Turkey,Atiker Konyaspor,CDM,27,69,68.80000305175781,0.2
162053,L. Chambers,England,Ipswich Town,RCB,32,69,68.88999938964844,0.11
232709,D. Batallini,Argentina,Argentinos Juniors,RW,22,69,68.70999908447266,0.29
176645,Z. Zlámal,Czech Republic,Heart of Midlothian,GK,32,69,68.91000366210938,0.09
185349,D. Odoi,Belgium,Fulham,RCB,30,69,69.19999694824219,-0.2
191237,Juanjo,Spain,GIF Sundsvall,RCM,30,69,68.70999908447266,0.29
210182,M. Jahfali,Saudi Arabia,Al Hilal,CB,27,69,68.5199966430664,0.48
162054,M. Bunn,England,Aston Villa,GK,33,69,69.02999877929688,-0.03
240134,David Batanero,Spain,GIF Sundsvall,LCM,29,69,68.9800033569336,0.02
193030,M. Lukač,Serbia,Akhisar Belediyespor,GK,32,69,69.05999755859375,-0.06
166919,M. Wilson,Republic of Ireland,Bolton Wanderers,CB,30,69,69.05000305175781,-0.05
186887,A. Jansen,Netherlands,FC Emmen,ST,29,69,69.16000366210938,-0.16
189447,A. Sobiech,Poland,Lechia Gdańsk,ST,28,69,69.0,0.0
219912,L. Manyama,South Africa,Kaizer Chiefs,CAM,27,69,68.77999877929688,0.22
162056,S. Morison,Wales,Millwall,RS,34,69,69.02999877929688,-0.03
199689,A. Sepúlveda,Mexico,Guadalajara,RM,27,69,68.86000061035156,0.14
209417,R. Murawski,Poland,Palermo,RCM,24,69,69.12000274658203,-0.12
211209,Pinillos,Spain,Barnsley,LB,25,69,68.81999969482422,0.18
155657,P. Celeban,Poland,Śląsk Wrocław,RCB,33,69,69.16000366210938,-0.16
224265,J. Williams,England,Bolton Wanderers,RDM,21,69,68.5999984741211,0.4
225289,N. Fernández,Argentina,Defensa y Justicia,ST,22,69,69.05999755859375,-0.06
233225,S. Taniguchi,Japan,Kawasaki Frontale,LCB,26,69,68.83000183105469,0.17
184585,A. Bogdán,Hungary,Hibernian,GK,30,69,69.13999938964844,-0.14
223755,M. Ritter,Germany,SC Paderborn 07,CAM,23,69,68.66000366210938,0.34
162315,L. Ridgewell,England,Portland Timbers,CB,33,69,68.87000274658203,0.13
206604,C. Labrín,Chile,Audax Italiano,RCB,27,69,69.05000305175781,-0.05
236300,S. Eduok,Nigeria,Kasimpaşa SK,RM,24,69,68.7699966430664,0.23
183564,J. Buijs,Netherlands,V-Varen Nagasaki,CB,29,69,68.86000061035156,0.14
187916,M. Olsson,Sweden,Derby County,LB,30,69,69.05000305175781,-0.05
214029,M. Murillo,Colombia,Deportivo Cali,ST,24,69,68.68000030517578,0.32
223501,A. Spörle,Argentina,Club Atlético Banfield,LB,22,69,68.88999938964844,0.11
193293,J. Rodríguez,Uruguay,CD Palestino,CAM,33,69,68.93000030517578,0.07
212238,B. Halimi,Kosovo,Brøndby IF,CM,23,69,68.86000061035156,0.14
226062,O. Ruisalvo,Paraguay,Free Agent,LM,26,69,68.6500015258789,0.35
233230,K. Mac Allister,Argentina,Argentinos Juniors,LB,20,69,68.94999694824219,0.05
188430,V. Rüfli,Switzerland,Paris FC,RB,30,69,68.94000244140625,0.06
213007,A. Aseri,Saudi Arabia,Al Ahli,CAM,24,69,68.9000015258789,0.1
194063,J. Greguš,Slovakia,FC København,CM,27,69,68.86000061035156,0.14
194319,D. Ward,England,Cardiff City,ST,27,69,68.75,0.25
202512,F. Hartherz,Germany,DSC Arminia Bielefeld,LB,25,69,68.73999786376953,0.26
232208,Allan,Brazil,Eintracht Frankfurt,CM,21,69,68.77999877929688,0.22
242704,Luis Felipe,United States,San Jose Earthquakes,CDM,22,69,68.62000274658203,0.38
205073,F. Kiss,Slovakia,Ettifaq FC,RDM,27,69,68.5,0.5
128529,U. Ceylan,Turkey,Alanyaspor,GK,32,69,68.87000274658203,0.13
203026,P. Filipović,Germany,Atiker Konyaspor,CB,27,69,68.91000366210938,0.09
213010,Cifu,Spain,Málaga CF,RWB,27,69,68.86000061035156,0.14
227602,F. Álvarez,Argentina,Atlético Tucumán,CAM,25,69,68.86000061035156,0.14
234002,Caio Tafarell,Brazil,Vitória,CDM,26,69,68.5999984741211,0.4
235794,E. Eze,England,Queens Park Rangers,CAM,20,69,68.69999694824219,0.3
170514,A. Balzano,Italy,Pescara,RB,32,69,68.91999816894531,0.08
45842,J. Olsson,Sweden,Djurgårdens IF,RCB,35,69,68.98999786376953,0.01
234515,J. Lefort,France,Amiens SC,LB,24,69,69.01000213623047,-0.01
205588,I. Höhn,Germany,SV Darmstadt 98,CB,26,69,68.91999816894531,0.08
207892,J. Gyau,United States,MSV Duisburg,LM,25,69,68.58999633789062,0.41
208916,M. Al Sahlawi,Saudi Arabia,Al Nassr,ST,31,69,68.98999786376953,0.01
215572,Alberto,Spain,CD Tenerife,LCB,25,69,68.66999816894531,0.33
230164,Luciano Cacheira,Brazil,Paraná,GK,34,69,69.1500015258789,-0.15
191252,M. Gaus,Germany,FC Ingolstadt 04,LB,28,69,68.9800033569336,0.02
196885,C. Lampe,Bolivia,Boca Juniors,GK,31,69,69.0999984741211,-0.1
202517,A. Vellios,Greece,Waasland-Beveren,ST,26,69,68.98999786376953,0.01
233493,J. Sánchez,Mexico,Club América,LB,20,69,68.73999786376953,0.26
169493,F. Fielding,England,Bristol City,GK,30,69,69.16000366210938,-0.16
183573,N. Theuerkauf,Germany,1. FC Heidenheim 1846,LB,31,69,69.08999633789062,-0.09
185109,M. Sadlok,Poland,Wisła Kraków,LCB,29,69,68.95999908447266,0.04
190485,H. Olvera,Mexico,Club Atlas,LB,28,69,69.01000213623047,-0.01
214038,S. Mosquera,Colombia,Deportes Tolima,CB,24,69,69.2300033569336,-0.23
227862,V. Kalitvintsev,Ukraine,Dynamo Kyiv,RM,25,69,68.79000091552734,0.21
226583,S. Papagiannopoulos,Sweden,FC København,CB,27,69,68.77999877929688,0.22
236823,I. Pettersson,Sweden,IFK Norrköping,GK,21,69,68.9000015258789,0.1
186135,C. Evans,Northern Ireland,Blackburn Rovers,CDM,27,69,68.61000061035156,0.39
193303,A. Richards,Wales,Cardiff City,RB,27,69,68.83000183105469,0.17
206104,S. Dursun,Germany,SV Darmstadt 98,ST,26,69,68.87999725341797,0.12
211736,R. Leipertz,Germany,FC Ingolstadt 04,RM,25,69,68.81999969482422,0.18
162328,R. Pasveer,Netherlands,Vitesse,GK,34,69,69.06999969482422,-0.07
189464,D. Daube,Germany,KFC Uerdingen 05,CM,28,69,68.87000274658203,0.13
146969,Iñaki Astiz,Spain,Legia Warszawa,CB,34,69,68.80999755859375,0.19
189209,S. Bigalke,Germany,SpVgg Unterhaching,LM,28,69,69.1500015258789,-0.15
190745,M. Silvestri,Italy,Hellas Verona,GK,27,69,68.5999984741211,0.4
210202,S. Muwashar,Saudi Arabia,Al Ahli,LM,29,69,68.91999816894531,0.08
216346,A. Powell,Jamaica,Portland Timbers,RB,23,69,69.08000183105469,-0.08
227866,P. Kirkevold,Norway,Hobro IK,LS,27,69,68.80999755859375,0.19
116762,S. Roudet,France,Valenciennes FC,CAM,37,69,68.91999816894531,0.08
183578,S. Gonther,Germany,SG Dynamo Dresden,CB,31,69,69.08999633789062,-0.09
208923,I. Ghaleb,Saudi Arabia,Al Nassr,RDM,27,69,68.5999984741211,0.4
218651,P. Sotiriou,Cyprus,FC København,LS,25,69,68.81999969482422,0.18
235036,W. Faes,Belgium,KV Oostende,CB,20,69,68.5199966430664,0.48
198429,S. Tecl,Czech Republic,SK Slavia Praha,ST,27,69,68.68000030517578,0.32
228893,M. Guanini,Argentina,Gimnasia y Esgrima La Plata,CB,22,69,68.87999725341797,0.12
164637,J. Brix-Damborg,Denmark,Hobro IK,RCM,32,69,68.73999786376953,0.26
239645,M. de los Santos,Uruguay,Millonarios FC,CB,25,69,68.69000244140625,0.31
208158,F. Andrada,Argentina,Unión de Santa Fe,ST,24,69,68.81999969482422,0.18
236830,Z. Youssouf,France,FC Girondins de Bordeaux,CM,18,69,68.06999969482422,0.93
198687,S. Ciss,Senegal,Angers SCO,LB,29,69,69.02999877929688,-0.03
218656,S. Mockenhaupt,Germany,SV Wehen Wiesbaden,RCB,26,69,68.91999816894531,0.08
239136,N. Cozza,France,Montpellier HSC,CB,19,69,68.9000015258789,0.1
205089,M. Valoti,Italy,SPAL,CM,24,69,68.87999725341797,0.12
235553,Y. Salmier,France,ESTAC Troyes,LCB,25,69,68.73999786376953,0.26
193057,C. Benschop,Curacao,FC Ingolstadt 04,ST,28,69,68.9000015258789,0.1
210466,Gégé,Cape Verde,Al Fayha,LCB,30,69,69.04000091552734,-0.04
223010,L. Morosini,Italy,Brescia,CAM,22,69,68.52999877929688,0.47
234018,Sandeiro Leal,Brazil,Paraná,CAM,30,69,68.98999786376953,0.01
238370,M. Pongračić,Croatia,FC Red Bull Salzburg,CB,20,69,68.80000305175781,0.2
188194,L. Ibáñez,Argentina,Trabzonspor,LB,29,69,69.06999969482422,-0.07
203043,M. O'Halloran,Scotland,Melbourne City FC,RW,27,69,68.8499984741211,0.15
205603,M. van Duinen,Netherlands,PEC Zwolle,ST,26,69,68.94000244140625,0.06
178211,R. Zwinkels,Netherlands,ADO Den Haag,GK,35,69,69.0,0.0
194851,F. Mazzeo,Italy,Foggia,LS,34,69,68.81999969482422,0.18
215332,C. Auzqui,Argentina,Club Atlético Huracán,RM,27,69,68.86000061035156,0.14
221220,J. Quintero,Colombia,Deportivo Cali,CB,23,69,68.86000061035156,0.14
160292,B. Watson,England,Nottingham Forest,CDM,32,69,69.05999755859375,-0.06
244516,Gustavo Cascardo,Brazil,Vitória de Setúbal,RB,21,69,68.95999908447266,0.04
198437,T. Bradshaw,Wales,Millwall,ST,25,69,68.80999755859375,0.19
209701,J. Pelupessy,Netherlands,Sheffield Wednesday,RDM,25,69,68.72000122070312,0.28
169509,J. Fojut,Poland,Pogoń Szczecin,CB,30,69,68.9000015258789,0.1
45605,M. Brighi,Italy,Empoli,CM,37,69,68.94999694824219,0.05
194085,L. Boussaha,France,Grenoble Foot 38,ST,30,69,68.9800033569336,0.02
209958,D. Bomheuer,Germany,MSV Duisburg,RCB,27,69,69.0,0.0
212518,B. Sangaré,Ivory Coast,Free Agent,GK,32,69,69.05999755859375,-0.06
221990,Y. Cabral,Argentina,Atlético Tucumán,LCB,26,69,69.55999755859375,-0.56
234278,S. Breitkreuz,Germany,FC Erzgebirge Aue,CB,26,69,68.98999786376953,0.01
206631,K. Rowe,United States,New England Revolution,RM,26,69,68.8499984741211,0.15
230439,Roldão Riso,Brazil,Grêmio,CDM,26,69,68.70999908447266,0.29
234279,C. Rizzuto,Germany,FC Erzgebirge Aue,RWB,26,69,68.83000183105469,0.17
204840,D. van Mieghem,Netherlands,De Graafschap,RS,28,69,69.02999877929688,-0.03
220968,A. El Messaoudi,Morocco,Fortuna Sittard,LCM,22,69,68.52999877929688,0.47
221480,Y. Cabrera,Colombia,América de Cali,RAM,27,69,68.69000244140625,0.31
223016,S. Ay,Turkey,Atiker Konyaspor,CB,26,69,69.01000213623047,-0.01
244264,A. Gojak,Bosnia Herzegovina,Dinamo Zagreb,LDM,21,69,68.81999969482422,0.18
208169,L. Gülen,Switzerland,Kayserispor,CB,24,69,68.88999938964844,0.11
220969,N. Eliasson,Sweden,Bristol City,RM,22,69,69.0199966430664,-0.02
232489,Y. Komai,Japan,Hokkaido Consadole Sapporo,RM,26,69,68.81999969482422,0.18
173097,S. Marinos,Greece,Sporting de Charleroi,RB,30,69,69.11000061035156,-0.11
138026,D. Verhulst,Belgium,Sporting Lokeren,GK,30,69,69.02999877929688,-0.03
221994,Núrio,Angola,Sporting de Charleroi,LB,23,69,68.91000366210938,0.09
224810,S. Sparagna,France,Boavista FC,CB,23,69,68.91000366210938,0.09
206379,H. Halldórsson,Iceland,Free Agent,GK,34,69,69.05000305175781,-0.05
210475,M. Prietl,Austria,DSC Arminia Bielefeld,RDM,26,69,68.94000244140625,0.06
211243,Nono,Spain,AD Alcorcón,LM,27,69,68.8499984741211,0.15
183339,J. Berget,Norway,New York City FC,ST,27,69,68.6500015258789,0.35
194091,M. Jacobs,England,Wigan Athletic,LM,26,69,68.69999694824219,0.3
203308,J. Brillante,Australia,Sydney FC,RCM,25,69,68.62999725341797,0.37
204332,P. van Anholt,Netherlands,NAC Breda,RB,27,69,68.88999938964844,0.11
209196,P. Ziereis,Germany,FC St. Pauli,RCB,25,69,68.75,0.25
220204,R. Bezjak,Slovenia,Jagiellonia Białystok,ST,29,69,69.02999877929688,-0.03
233260,A. Vega,Mexico,Deportivo Toluca,RS,20,69,68.79000091552734,0.21
157741,S. Bentivoglio,Italy,Venezia FC,CDM,33,69,69.08999633789062,-0.09
224045,Juan Muñoz,Spain,AD Alcorcón,ST,22,69,68.54000091552734,0.46
171565,Linares,Spain,CF Reus Deportiu,ST,35,69,68.98999786376953,0.01
155694,S. De Petter,Belgium,Sint-Truidense VV,CB,32,69,68.9800033569336,0.02
230190,Renatao Baumer,Brazil,Vitória,LB,34,69,68.87000274658203,0.13
231726,A. Ivan,Romania,SK Rapid Wien,LM,21,69,68.87000274658203,0.13
244271,I. Šunjić,Croatia,Dinamo Zagreb,CDM,21,69,68.58000183105469,0.42
186415,S. Andrist,Switzerland,SV Wehen Wiesbaden,RM,30,69,69.02999877929688,-0.03
225584,Q. Cornette,France,Amiens SC,RM,24,69,68.68000030517578,0.32
230193,Carvamelinho,Brazil,Grêmio,RB,34,69,68.98999786376953,0.01
233265,R. Oudin,France,Stade de Reims,RM,21,69,68.69999694824219,0.3
236593,C. Stengs,Netherlands,AZ Alkmaar,RW,19,69,68.94000244140625,0.06
177969,I. González,Mexico,Club León,CB,33,69,68.87000274658203,0.13
203570,S. Dallas,Northern Ireland,Leeds United,LM,27,69,68.76000213623047,0.24
205618,S. Walsh,Netherlands,SV Zulte-Waregem,RDM,23,69,68.91000366210938,0.09
211250,U. Radaković,Serbia,Sparta Praha,LCB,24,69,68.86000061035156,0.14
223794,P. Schobesberger,Austria,SK Rapid Wien,LM,24,69,68.70999908447266,0.29
230194,Jaimosa Cavaco,Brazil,Vitória,RB,30,69,69.04000091552734,-0.04
233267,M. Turner,United States,New England Revolution,GK,24,69,69.12000274658203,-0.12
171315,Alfaro,Spain,Córdoba CF,RM,31,69,68.9000015258789,0.1
244787,M. Havel,Czech Republic,Viktoria Plzeň,LB,23,69,68.75,0.25
189235,J. Hegeler,Germany,Bristol City,CB,30,69,69.06999969482422,-0.07
226356,M. Fares,Algeria,SPAL,LM,22,69,69.0199966430664,-0.02
228404,C. Techera,Uruguay,Vancouver Whitecaps FC,RM,26,69,68.94999694824219,0.05
232756,F. Tomori,England,Derby County,LCB,20,69,68.8499984741211,0.15
217653,H. Takahashi,Japan,Sagan Tosu,RDM,30,69,68.87000274658203,0.13
160309,A. Rivas,Colombia,América de Cali,CDM,33,69,68.93000030517578,0.07
235317,J. Mosquera,Colombia,Deportivo Cali,LM,28,69,69.0,0.0
207926,A. Linde,Sweden,Molde FK,GK,24,69,68.69999694824219,0.3
214582,C. Bonilla,Colombia,Al Fayha,GK,25,69,68.87000274658203,0.13
171318,Diego Capel,Spain,Extremadura UD,LM,30,69,69.02999877929688,-0.03
210743,Leandrinho,Brazil,Rio Ave FC,CAM,24,69,68.80000305175781,0.2
146487,Susaeta,Spain,Albacete BP,RM,33,69,69.02999877929688,-0.03
192567,M. Zimmermann,Germany,Fortuna Düsseldorf,RB,26,69,69.16999816894531,-0.17
202040,E. Demir,Sweden,SV Zulte-Waregem,LB,28,69,69.01000213623047,-0.01
216376,Marco Sangalli,Spain,AD Alcorcón,RM,26,69,68.73999786376953,0.26
232505,T. Hayashi,Japan,Sanfrecce Hiroshima,GK,35,69,68.94000244140625,0.06
233785,R. Bormuth,Germany,Fortuna Düsseldorf,RCB,22,69,68.83000183105469,0.17
187705,E. Hernández,Mexico,Guadalajara,LB,31,69,68.93000030517578,0.07
201530,B. Martella,Italy,Crotone,LM,25,69,68.44000244140625,0.56
212795,E. Oikonomou,Greece,Panathinaikos FC,CB,30,69,68.94000244140625,0.06
222779,L. Choutesiotis,Greece,Olympiacos CFP,GK,23,69,68.66999816894531,0.33
204092,J. Blaswich,Germany,Heracles Almelo,GK,27,69,69.7699966430664,-0.77
229692,J. Huth,Germany,1. FSV Mainz 05,GK,24,69,69.62000274658203,-0.62
235580,I. Sackey,Ghana,Alanyaspor,RDM,24,69,69.2300033569336,-0.23
211005,Jang Hyeon Soo,Korea Republic,FC Tokyo,RCB,26,69,68.75,0.25
149309,A. Rosati,Italy,Torino,GK,35,69,69.04000091552734,-0.04
224317,J. Cabrera,Uruguay,Deportivo Toluca,RW,26,69,68.9000015258789,0.1
229949,Anderson Lopes,Brazil,FC Seoul,ST,24,69,68.79000091552734,0.21
202814,N. Byrne,England,Wigan Athletic,RM,26,69,68.8499984741211,0.15
204350,A. Trajkovski,FYR Macedonia,Palermo,LF,25,69,68.83000183105469,0.17
135743,Alex Geijo,Spain,Venezia FC,ST,36,69,68.95999908447266,0.04
204863,Iván Sánchez,Spain,Elche CF,RM,25,69,68.4800033569336,0.52
158784,J. Carranza,Argentina,San Martin de Tucumán,GK,37,69,69.01000213623047,-0.01
234048,E. Ocansey,Ghana,KAS Eupen,RM,20,69,68.80000305175781,0.2
206145,B. Uphoff,Germany,Karlsruher SC,GK,24,69,68.91999816894531,0.08
217153,Wu Xi,China PR,Jiangsu Suning FC,LCM,29,69,68.73999786376953,0.26
170305,C. Skuse,England,Ipswich Town,RDM,32,69,68.95999908447266,0.04
240193,E. Rexhbeçaj,Kosovo,VfL Wolfsburg,CM,20,69,68.55999755859375,0.44
197954,G. Åsen,Norway,Tromsø IL,LCM,27,69,68.9800033569336,0.02
214594,M. Laba,Argentina,Estudiantes de La Plata,CDM,26,69,68.77999877929688,0.22
232514,G. Carabajal,Argentina,Patronato,RDM,26,69,68.45999908447266,0.54
190530,T. Fontaine,Madagascar,Stade de Reims,CB,27,69,68.76000213623047,0.24
184643,J. Villafaña,United States,Portland Timbers,LB,28,69,68.81999969482422,0.18
205892,B. Tashchy,Ukraine,MSV Duisburg,LS,24,69,68.73999786376953,0.26
163396,J. Vaughan,England,Wigan Athletic,ST,29,69,68.94000244140625,0.06
232004,J. Moya,Colombia,Independiente Santa Fe,CB,25,69,68.48999786376953,0.51
238660,N. Sangaré,Turkey,Antalyaspor,RB,24,69,69.0199966430664,-0.02
184900,Kim Kwang Suk,Korea Republic,Pohang Steelers,LCB,35,69,68.91000366210938,0.09
193092,M. Rojas,New Zealand,SC Heerenveen,LW,26,69,68.7300033569336,0.27
194372,E. Taşkıran,Turkey,Atiker Konyaspor,GK,28,69,69.18000030517578,-0.18
213573,M. Gersbeck,Germany,Hertha BSC,GK,23,69,68.94999694824219,0.05
223045,U. Çiftçi,Turkey,Sivasspor,LB,26,69,69.19000244140625,-0.19
230981,Lucas Galvão,Brazil,FC Ingolstadt 04,CB,27,69,69.38999938964844,-0.39
235077,B. Riascos,Colombia,CD Nacional,ST,23,69,68.80000305175781,0.2
211270,E. Saveljich,Montenegro,UD Almería,LCB,27,69,69.1500015258789,-0.15
222278,Tang Miao,China PR,Guangzhou R&F; FC,RB,27,69,68.87000274658203,0.13
229702,J. Mees,Germany,1. FC Union Berlin,LW,22,69,69.02999877929688,-0.03
234054,C. Cáceda,Peru,Free Agent,GK,26,69,68.54000091552734,0.46
241990,O. Fernández,Colombia,Puebla FC,RCM,25,69,68.80999755859375,0.19
189510,Jeffrén,Venezuela,Grasshopper Club Zürich,RM,30,69,69.05000305175781,-0.05
212807,K. Manneh,United States,FC St. Gallen,LM,23,69,68.91000366210938,0.09
230727,G. Larsonneur,France,Stade Brestois 29,GK,21,69,68.62000274658203,0.38
180808,O. Kúdela,Czech Republic,SK Slavia Praha,RCB,31,69,68.9800033569336,0.02
182856,E. Bourgaud,France,Red Star FC,RM,30,69,69.06999969482422,-0.07
192328,P. Huspek,Austria,SK Sturm Graz,RM,27,69,68.86000061035156,0.14
203593,G. Maluleka,South Africa,Kaizer Chiefs,CM,29,69,68.94999694824219,0.05
213321,T. Jurić,Australia,FC Luzern,ST,26,69,68.91000366210938,0.09
220489,F. Scaglia,Italy,Cittadella,CB,26,69,68.91000366210938,0.09
170569,David Rodríguez,Spain,CA Osasuna,ST,32,69,69.01000213623047,-0.01
